Impact,Year,Country,Protection,Impact Func ID
45509.9705466522,2015,ETH,No Protection,12
144129.51027403833,2016,ETH,No Protection,12
85788.19072116032,2017,ETH,No Protection,12
126629.07126217568,2018,ETH,No Protection,12
128421.48966338494,2019,ETH,No Protection,12
201490.28171628606,2020,ETH,No Protection,12
94011.11792009829,2021,ETH,No Protection,12
116671.61077892916,2022,ETH,No Protection,12
157384.1403086812,2023,ETH,No Protection,12
26595.28248120795,2008,ETH,No Protection,13
16697.682393308758,2009,ETH,No Protection,13
110288.29423392157,2010,ETH,No Protection,13
38446.84042465025,2011,ETH,No Protection,13
57066.30951029018,2012,ETH,No Protection,13
96240.82859953762,2013,ETH,No Protection,13
98970.95377155111,2014,ETH,No Protection,13
38109.11597911397,2015,ETH,No Protection,13
182731.73701921344,2016,ETH,No Protection,13
116783.84392199838,2017,ETH,No Protection,13
159442.10044776104,2018,ETH,No Protection,13
166302.3415031991,2019,ETH,No Protection,13
258314.47220505786,2020,ETH,No Protection,13
114338.88624236546,2021,ETH,No Protection,13
144334.95595055725,2022,ETH,No Protection,13
188433.6738974032,2023,ETH,No Protection,13
39357.56129541255,2008,ETH,No Protection,14
27511.079479368596,2009,ETH,No Protection,14
102919.65486075346,2010,ETH,No Protection,14
41738.10261075639,2011,ETH,No Protection,14
57607.3021330357,2012,ETH,No Protection,14
97638.98733943823,2013,ETH,No Protection,14
107492.67529027283,2014,ETH,No Protection,14
49382.46291090836,2015,ETH,No Protection,14
165464.87982951157,2016,ETH,No Protection,14
97061.63655474335,2017,ETH,No Protection,14
142727.1294472384,2018,ETH,No Protection,14
145140.09875890164,2019,ETH,No Protection,14
229504.89702160234,2020,ETH,No Protection,14
105460.60463293694,2021,ETH,No Protection,14
132052.32746628823,2022,ETH,No Protection,14
180373.75563368498,2023,ETH,No Protection,14
26595.28248120795,2008,ETH,No Protection,15
16697.682393308758,2009,ETH,No Protection,15
110288.29423392157,2010,ETH,No Protection,15
38446.84042465025,2011,ETH,No Protection,15
57066.30951029018,2012,ETH,No Protection,15
96240.82859953762,2013,ETH,No Protection,15
98970.95377155111,2014,ETH,No Protection,15
38109.11597911397,2015,ETH,No Protection,15
182731.73701921344,2016,ETH,No Protection,15
116783.84392199838,2017,ETH,No Protection,15
159442.10044776104,2018,ETH,No Protection,15
166302.3415031991,2019,ETH,No Protection,15
258314.47220505786,2020,ETH,No Protection,15
114338.88624236546,2021,ETH,No Protection,15
144334.95595055725,2022,ETH,No Protection,15
188433.6738974032,2023,ETH,No Protection,15
31369.442956573086,2008,ETH,No Protection,16
19788.07716212818,2009,ETH,No Protection,16
118051.17686493677,2010,ETH,No Protection,16
42171.61179939136,2011,ETH,No Protection,16
62091.21908489501,2012,ETH,No Protection,16
105285.71438758557,2013,ETH,No Protection,16
109092.02014629143,2014,ETH,No Protection,16
43650.39259382829,2015,ETH,No Protection,16
195275.0054486706,2016,ETH,No Protection,16
122829.35264079894,2017,ETH,No Protection,16
169923.59222343384,2018,ETH,No Protection,16
176202.4989406026,2019,ETH,No Protection,16
274666.3328785915,2020,ETH,No Protection,16
122510.80937960502,2021,ETH,No Protection,16
154619.44659066238,2022,ETH,No Protection,16
203703.34615637147,2023,ETH,No Protection,16
26647.302140092394,2008,ETH,No Protection,17
16654.77303720403,2009,ETH,No Protection,17
115418.72330717268,2010,ETH,No Protection,17
39868.51336315939,2011,ETH,No Protection,17
58838.724991493655,2012,ETH,No Protection,17
99145.00029459452,2013,ETH,No Protection,17
102654.948418594,2014,ETH,No Protection,17
38334.772635561596,2015,ETH,No Protection,17
190943.26353294388,2016,ETH,No Protection,17
122913.38950576774,2017,ETH,No Protection,17
166127.55646266372,2018,ETH,No Protection,17
174444.77771514046,2019,ETH,No Protection,17
270275.67117306916,2020,ETH,No Protection,17
119252.07356039171,2021,ETH,No Protection,17
150874.9935632999,2022,ETH,No Protection,17
195414.04030400736,2023,ETH,No Protection,17
29445.519758076705,2008,ETH,No Protection,18
18674.916397099176,2009,ETH,No Protection,18
104436.4027449245,2010,ETH,No Protection,18
37928.90245275102,2011,ETH,No Protection,18
55260.05562735827,2012,ETH,No Protection,18
94151.85776341078,2013,ETH,No Protection,18
98382.51174289394,2014,ETH,No Protection,18
40216.07447837932,2015,ETH,No Protection,18
172352.55635853717,2016,ETH,No Protection,18
107282.21688187752,2017,ETH,No Protection,18
149508.4491758061,2018,ETH,No Protection,18
154674.77153975173,2019,ETH,No Protection,18
241482.6681764485,2020,ETH,No Protection,18
108348.2448784818,2021,ETH,No Protection,18
136720.19578111998,2022,ETH,No Protection,18
180867.38119410136,2023,ETH,No Protection,18
27155.651683987657,2008,ETH,No Protection,19
18743.476930554483,2009,ETH,No Protection,19
83096.66686638042,2010,ETH,No Protection,19
32424.888771262573,2011,ETH,No Protection,19
46535.319218790835,2012,ETH,No Protection,19
76793.66467283822,2013,ETH,No Protection,19
80779.389312657,2014,ETH,No Protection,19
35832.384897345764,2015,ETH,No Protection,19
133984.4231374979,2016,ETH,No Protection,19
82641.3598503992,2017,ETH,No Protection,19
117969.51127881762,2018,ETH,No Protection,19
120753.22544282633,2019,ETH,No Protection,19
189300.3319773444,2020,ETH,No Protection,19
85771.70558382582,2021,ETH,No Protection,19
107203.49265908834,2022,ETH,No Protection,19
143253.68190292633,2023,ETH,No Protection,19
23286.934132863058,2008,ETH,FLOPROS,0
13649.847507937135,2009,ETH,FLOPROS,0
94032.71051875353,2010,ETH,FLOPROS,0
33356.00781473571,2011,ETH,FLOPROS,0
48191.8317920698,2012,ETH,FLOPROS,0
82790.5336241675,2013,ETH,FLOPROS,0
86140.21850920747,2014,ETH,FLOPROS,0
33163.33989343219,2015,ETH,FLOPROS,0
158138.1634064404,2016,ETH,FLOPROS,0
100596.44616375495,2017,ETH,FLOPROS,0
136249.15213083054,2018,ETH,FLOPROS,0
140313.91250165887,2019,ETH,FLOPROS,0
222486.02256738074,2020,ETH,FLOPROS,0
99041.8550065488,2021,ETH,FLOPROS,0
125019.75952646576,2022,ETH,FLOPROS,0
163024.99916457094,2023,ETH,FLOPROS,0
34127.2513300829,2008,ETH,FLOPROS,1
21507.64838353818,2009,ETH,FLOPROS,1
94953.18952967649,2010,ETH,FLOPROS,1
36038.52945884324,2011,ETH,FLOPROS,1
51716.64500901669,2012,ETH,FLOPROS,1
87606.02938436328,2013,ETH,FLOPROS,1
96251.74171556327,2014,ETH,FLOPROS,1
41722.00413900926,2015,ETH,FLOPROS,1
155852.54747338136,2016,ETH,FLOPROS,1
92246.36750618782,2017,ETH,FLOPROS,1
133397.67759071663,2018,ETH,FLOPROS,1
134585.89723126145,2019,ETH,FLOPROS,1
217046.95305431358,2020,ETH,FLOPROS,1
97164.09112070013,2021,ETH,FLOPROS,1
123442.48200128973,2022,ETH,FLOPROS,1
168839.77495830914,2023,ETH,FLOPROS,1
40451.58443302131,2008,ETH,FLOPROS,2
26519.60738655219,2009,ETH,FLOPROS,2
97697.11850697361,2010,ETH,FLOPROS,2
39168.20747203359,2011,ETH,FLOPROS,2
55635.81681074587,2012,ETH,FLOPROS,2
92134.10895317467,2013,ETH,FLOPROS,2
99277.57033750499,2014,ETH,FLOPROS,2
47615.90371692766,2015,ETH,FLOPROS,2
147161.73070098678,2016,ETH,FLOPROS,2
88789.03367015526,2017,ETH,FLOPROS,2
133447.56860002608,2018,ETH,FLOPROS,2
132278.50255838822,2019,ETH,FLOPROS,2
210550.6481369149,2020,ETH,FLOPROS,2
98747.80747428018,2021,ETH,FLOPROS,2
121744.34182284928,2022,ETH,FLOPROS,2
163186.20093609884,2023,ETH,FLOPROS,2
45358.34915965011,2008,ETH,FLOPROS,3
30181.355867056882,2009,ETH,FLOPROS,3
104786.06922791766,2010,ETH,FLOPROS,3
42817.885344159906,2011,ETH,FLOPROS,3
60464.92057019801,2012,ETH,FLOPROS,3
99624.03298572439,2013,ETH,FLOPROS,3
106547.69066184603,2014,ETH,FLOPROS,3
52781.02685739447,2015,ETH,FLOPROS,3
153370.8185210193,2016,ETH,FLOPROS,3
92869.90918516932,2017,ETH,FLOPROS,3
141580.1716951775,2018,ETH,FLOPROS,3
139092.49393098283,2019,ETH,FLOPROS,3
221189.45741497638,2020,ETH,FLOPROS,3
105358.54353434015,2021,ETH,FLOPROS,3
128839.07861485235,2022,ETH,FLOPROS,3
171512.4589347844,2023,ETH,FLOPROS,3
35293.562397927366,2008,ETH,FLOPROS,4
22919.180218777186,2009,ETH,FLOPROS,4
90589.43556428059,2010,ETH,FLOPROS,4
35350.60200896088,2011,ETH,FLOPROS,4
50562.36703608063,2012,ETH,FLOPROS,4
84427.19222011665,2013,ETH,FLOPROS,4
93032.16938892417,2014,ETH,FLOPROS,4
42015.041290436995,2015,ETH,FLOPROS,4
146180.32374849252,2016,ETH,FLOPROS,4
85613.65401706063,2017,ETH,FLOPROS,4
126311.42638670004,2018,ETH,FLOPROS,4
126462.24116267782,2019,ETH,FLOPROS,4
204306.846445325,2020,ETH,FLOPROS,4
91620.43874584755,2021,ETH,FLOPROS,4
116212.67099913557,2022,ETH,FLOPROS,4
160200.94003425265,2023,ETH,FLOPROS,4
39142.56337159611,2008,ETH,FLOPROS,5
23567.88336303312,2009,ETH,FLOPROS,5
127917.09118085231,2010,ETH,FLOPROS,5
46774.73101395312,2011,ETH,FLOPROS,5
67715.51797897115,2012,ETH,FLOPROS,5
115922.2096295463,2013,ETH,FLOPROS,5
124498.97417374987,2014,ETH,FLOPROS,5
50892.37946276337,2015,ETH,FLOPROS,5
213735.70958561596,2016,ETH,FLOPROS,5
130568.38841317581,2017,ETH,FLOPROS,5
182969.9010775105,2018,ETH,FLOPROS,5
186371.7939410972,2019,ETH,FLOPROS,5
298381.105160527,2020,ETH,FLOPROS,5
133228.6132468268,2021,ETH,FLOPROS,5
168942.88784735848,2022,ETH,FLOPROS,5
226731.71306445517,2023,ETH,FLOPROS,5
30468.481857802046,2008,ETH,FLOPROS,6
18183.450337644685,2009,ETH,FLOPROS,6
115970.97798056612,2010,ETH,FLOPROS,6
41206.06821099742,2011,ETH,FLOPROS,6
60781.14566217102,2012,ETH,FLOPROS,6
103164.21162876874,2013,ETH,FLOPROS,6
107909.6925016922,2014,ETH,FLOPROS,6
42172.59028297064,2015,ETH,FLOPROS,6
195064.44747452944,2016,ETH,FLOPROS,6
122769.08210351432,2017,ETH,FLOPROS,6
168537.17226681276,2018,ETH,FLOPROS,6
172535.8294799948,2019,ETH,FLOPROS,6
274656.1731883503,2020,ETH,FLOPROS,6
121680.52196499066,2021,ETH,FLOPROS,6
153832.06419524923,2022,ETH,FLOPROS,6
203455.87235008966,2023,ETH,FLOPROS,6
47288.53469957158,2008,ETH,FLOPROS,7
31046.24031611594,2009,ETH,FLOPROS,7
117165.88031965196,2010,ETH,FLOPROS,7
46395.97636459746,2011,ETH,FLOPROS,7
65921.70511217572,2012,ETH,FLOPROS,7
109413.74559153679,2013,ETH,FLOPROS,7
120706.25291729109,2014,ETH,FLOPROS,7
55722.636231113705,2015,ETH,FLOPROS,7
187424.52428574802,2016,ETH,FLOPROS,7
109287.38338429984,2017,ETH,FLOPROS,7
162912.47253244964,2018,ETH,FLOPROS,7
162393.71441700644,2019,ETH,FLOPROS,7
262370.87241251615,2020,ETH,FLOPROS,7
117686.37222312504,2021,ETH,FLOPROS,7
149174.58495056094,2022,ETH,FLOPROS,7
206605.42400108036,2023,ETH,FLOPROS,7
31521.35100286066,2008,ETH,FLOPROS,8
19483.441657470667,2009,ETH,FLOPROS,8
117853.9577893218,2010,ETH,FLOPROS,8
41764.507596003576,2011,ETH,FLOPROS,8
62956.89387145857,2012,ETH,FLOPROS,8
105070.5338404822,2013,ETH,FLOPROS,8
109713.54533517931,2014,ETH,FLOPROS,8
43269.93198679504,2015,ETH,FLOPROS,8
197704.02131920957,2016,ETH,FLOPROS,8
124217.9050952419,2017,ETH,FLOPROS,8
171900.3033173782,2018,ETH,FLOPROS,8
175294.2417863346,2019,ETH,FLOPROS,8
280220.4122626123,2020,ETH,FLOPROS,8
122967.64899345262,2021,ETH,FLOPROS,8
155560.48926241268,2022,ETH,FLOPROS,8
207460.95033264175,2023,ETH,FLOPROS,8
24637.167714521864,2008,ETH,FLOPROS,9
16438.603054444215,2009,ETH,FLOPROS,9
97062.93100087008,2010,ETH,FLOPROS,9
33702.61939809386,2011,ETH,FLOPROS,9
54204.857057876594,2012,ETH,FLOPROS,9
86470.16068754064,2013,ETH,FLOPROS,9
87789.39108963581,2014,ETH,FLOPROS,9
34867.904527391474,2015,ETH,FLOPROS,9
162086.87216877766,2016,ETH,FLOPROS,9
103721.96308979318,2017,ETH,FLOPROS,9
144298.13789944234,2018,ETH,FLOPROS,9
146343.48783022983,2019,ETH,FLOPROS,9
235717.24756485634,2020,ETH,FLOPROS,9
100887.03643447104,2021,ETH,FLOPROS,9
127105.06058167707,2022,ETH,FLOPROS,9
171538.6227077931,2023,ETH,FLOPROS,9
34127.2513300829,2008,ETH,FLOPROS,10
21507.64838353818,2009,ETH,FLOPROS,10
94953.18952967649,2010,ETH,FLOPROS,10
36038.52945884324,2011,ETH,FLOPROS,10
51716.64500901669,2012,ETH,FLOPROS,10
87606.02938436328,2013,ETH,FLOPROS,10
96251.74171556327,2014,ETH,FLOPROS,10
41722.00413900926,2015,ETH,FLOPROS,10
155852.54747338136,2016,ETH,FLOPROS,10
92246.36750618782,2017,ETH,FLOPROS,10
133397.67759071663,2018,ETH,FLOPROS,10
134585.89723126145,2019,ETH,FLOPROS,10
217046.95305431358,2020,ETH,FLOPROS,10
97164.09112070013,2021,ETH,FLOPROS,10
123442.48200128973,2022,ETH,FLOPROS,10
168839.77495830914,2023,ETH,FLOPROS,10
34127.29261442716,2008,ETH,FLOPROS,11
21507.683617883304,2009,ETH,FLOPROS,11
94953.20212521343,2010,ETH,FLOPROS,11
36038.54607422197,2011,ETH,FLOPROS,11
51716.667490060616,2012,ETH,FLOPROS,11
87606.05204318913,2013,ETH,FLOPROS,11
96251.77350573255,2014,ETH,FLOPROS,11
41722.03890057004,2015,ETH,FLOPROS,11
155852.53722648023,2016,ETH,FLOPROS,11
92246.34644634997,2017,ETH,FLOPROS,11
133397.68086927666,2018,ETH,FLOPROS,11
134585.88826229665,2019,ETH,FLOPROS,11
217046.94624593374,2020,ETH,FLOPROS,11
97164.08911780953,2021,ETH,FLOPROS,11
123442.47802116032,2022,ETH,FLOPROS,11
168839.7894189541,2023,ETH,FLOPROS,11
28851.127482944186,2008,ETH,FLOPROS,12
18504.676133038847,2009,ETH,FLOPROS,12
80119.42353794516,2010,ETH,FLOPROS,12
30665.433687598066,2011,ETH,FLOPROS,12
44391.983369840724,2012,ETH,FLOPROS,12
74138.03439979476,2013,ETH,FLOPROS,12
79838.00291646029,2014,ETH,FLOPROS,12
35385.06970722614,2015,ETH,FLOPROS,12
128540.19140573779,2016,ETH,FLOPROS,12
77589.731839032,2017,ETH,FLOPROS,12
112577.54614121495,2018,ETH,FLOPROS,12
113042.73961996325,2019,ETH,FLOPROS,12
181412.30820749354,2020,ETH,FLOPROS,12
81978.81370844325,2021,ETH,FLOPROS,12
103116.4623496219,2022,ETH,FLOPROS,12
139324.42591471112,2023,ETH,FLOPROS,12
38196.846471212535,2008,ETH,FLOPROS,13
24900.817808565425,2009,ETH,FLOPROS,13
99128.79955119897,2010,ETH,FLOPROS,13
38460.483088770176,2011,ETH,FLOPROS,13
54862.54438503348,2012,ETH,FLOPROS,13
91931.41813658444,2013,ETH,FLOPROS,13
101900.79117033839,2014,ETH,FLOPROS,13
45625.77860178393,2015,ETH,FLOPROS,13
160591.83486756257,2016,ETH,FLOPROS,13
93595.6157826777,2017,ETH,FLOPROS,13
137969.98464105264,2018,ETH,FLOPROS,13
138331.7550022482,2019,ETH,FLOPROS,13
223874.0741197032,2020,ETH,FLOPROS,13
100027.25301925825,2021,ETH,FLOPROS,13
127001.65333617493,2022,ETH,FLOPROS,13
176192.16147294437,2023,ETH,FLOPROS,13
28785.5200909937,2008,ETH,FLOPROS,14
16824.449895774538,2009,ETH,FLOPROS,14
115798.57221836968,2010,ETH,FLOPROS,14
41144.152336104904,2011,ETH,FLOPROS,14
59231.88612735437,2012,ETH,FLOPROS,14
102017.39633055292,2013,ETH,FLOPROS,14
106200.91183118093,2014,ETH,FLOPROS,14
40965.33655279693,2015,ETH,FLOPROS,14
194712.1622194809,2016,ETH,FLOPROS,14
123776.4495828009,2017,ETH,FLOPROS,14
167642.6062429197,2018,ETH,FLOPROS,14
172670.17571121073,2019,ETH,FLOPROS,14
273788.9649568779,2020,ETH,FLOPROS,14
122006.17703000529,2021,ETH,FLOPROS,14
154010.41176945766,2022,ETH,FLOPROS,14
200746.46702664913,2023,ETH,FLOPROS,14
23286.934132863058,2008,ETH,FLOPROS,15
13649.847507937135,2009,ETH,FLOPROS,15
94032.71051875353,2010,ETH,FLOPROS,15
33356.00781473571,2011,ETH,FLOPROS,15
48191.8317920698,2012,ETH,FLOPROS,15
82790.5336241675,2013,ETH,FLOPROS,15
86140.21850920747,2014,ETH,FLOPROS,15
33163.33989343219,2015,ETH,FLOPROS,15
158138.1634064404,2016,ETH,FLOPROS,15
100596.44616375495,2017,ETH,FLOPROS,15
136249.15213083054,2018,ETH,FLOPROS,15
140313.91250165887,2019,ETH,FLOPROS,15
222486.02256738074,2020,ETH,FLOPROS,15
99041.8550065488,2021,ETH,FLOPROS,15
125019.75952646576,2022,ETH,FLOPROS,15
163024.99916457094,2023,ETH,FLOPROS,15
25499.25945075287,2008,ETH,FLOPROS,16
16177.051692021867,2009,ETH,FLOPROS,16
81263.37270460582,2010,ETH,FLOPROS,16
29902.990932524626,2011,ETH,FLOPROS,16
44392.456791608965,2012,ETH,FLOPROS,16
73876.51887056688,2013,ETH,FLOPROS,16
78356.44756656855,2014,ETH,FLOPROS,16
32874.06964476076,2015,ETH,FLOPROS,16
133662.70812767316,2016,ETH,FLOPROS,16
82269.50395360473,2017,ETH,FLOPROS,16
116581.26428123051,2018,ETH,FLOPROS,16
117949.49263265406,2019,ETH,FLOPROS,16
189250.9205643945,2020,ETH,FLOPROS,16
83936.34034563112,2021,ETH,FLOPROS,16
105989.61874622753,2022,ETH,FLOPROS,16
142711.52024450063,2023,ETH,FLOPROS,16
28785.5200909937,2008,ETH,FLOPROS,17
16824.449895774538,2009,ETH,FLOPROS,17
115798.57221836968,2010,ETH,FLOPROS,17
41144.152336104904,2011,ETH,FLOPROS,17
59231.88612735437,2012,ETH,FLOPROS,17
102017.39633055292,2013,ETH,FLOPROS,17
106200.91183118093,2014,ETH,FLOPROS,17
40965.33655279693,2015,ETH,FLOPROS,17
194712.1622194809,2016,ETH,FLOPROS,17
123776.4495828009,2017,ETH,FLOPROS,17
167642.6062429197,2018,ETH,FLOPROS,17
172670.17571121073,2019,ETH,FLOPROS,17
273788.9649568779,2020,ETH,FLOPROS,17
122006.17703000529,2021,ETH,FLOPROS,17
154010.41176945766,2022,ETH,FLOPROS,17
200746.46702664913,2023,ETH,FLOPROS,17
35293.562397927366,2008,ETH,FLOPROS,18
22919.180218777186,2009,ETH,FLOPROS,18
90589.43556428059,2010,ETH,FLOPROS,18
35350.60200896088,2011,ETH,FLOPROS,18
50562.36703608063,2012,ETH,FLOPROS,18
84427.19222011665,2013,ETH,FLOPROS,18
93032.16938892417,2014,ETH,FLOPROS,18
42015.041290436995,2015,ETH,FLOPROS,18
146180.32374849252,2016,ETH,FLOPROS,18
85613.65401706063,2017,ETH,FLOPROS,18
126311.42638670004,2018,ETH,FLOPROS,18
126462.24116267782,2019,ETH,FLOPROS,18
204306.846445325,2020,ETH,FLOPROS,18
91620.43874584755,2021,ETH,FLOPROS,18
116212.67099913557,2022,ETH,FLOPROS,18
160200.94003425265,2023,ETH,FLOPROS,18
26228.863164080667,2008,ETH,FLOPROS,19
15762.01358475094,2009,ETH,FLOPROS,19
113478.94039993029,2010,ETH,FLOPROS,19
39577.916959116046,2011,ETH,FLOPROS,19
58730.873559037216,2012,ETH,FLOPROS,19
98607.74527102281,2013,ETH,FLOPROS,19
102213.13008480362,2014,ETH,FLOPROS,19
38046.46036950392,2015,ETH,FLOPROS,19
190823.31431958283,2016,ETH,FLOPROS,19
122889.22188062183,2017,ETH,FLOPROS,19
165249.45426160333,2018,ETH,FLOPROS,19
170488.01917605757,2019,ETH,FLOPROS,19
270269.1704577781,2020,ETH,FLOPROS,19
118919.8906774034,2021,ETH,FLOPROS,19
150438.88257802537,2022,ETH,FLOPROS,19
195308.28139916412,2023,ETH,FLOPROS,19
49063.68216657072,2008,SOM,No Protection,0
65318.61459459011,2009,SOM,No Protection,0
43190.46825698811,2010,SOM,No Protection,0
47152.60638507204,2011,SOM,No Protection,0
28725.595264087315,2012,SOM,No Protection,0
45464.44747713034,2013,SOM,No Protection,0
44187.96052863555,2014,SOM,No Protection,0
39296.676593235374,2015,SOM,No Protection,0
118766.25409142833,2016,SOM,No Protection,0
43235.41246133553,2017,SOM,No Protection,0
167045.9452604085,2018,SOM,No Protection,0
77147.74010138637,2019,SOM,No Protection,0
165517.3647469454,2020,SOM,No Protection,0
34035.3780398395,2021,SOM,No Protection,0
31016.04233805985,2022,SOM,No Protection,0
311274.54645639117,2023,SOM,No Protection,0
57916.58877128578,2008,SOM,No Protection,1
89472.67998157025,2009,SOM,No Protection,1
50594.216255002415,2010,SOM,No Protection,1
56302.180813141786,2011,SOM,No Protection,1
33129.487013575024,2012,SOM,No Protection,1
52222.99566130142,2013,SOM,No Protection,1
52318.10754429036,2014,SOM,No Protection,1
48358.392862038636,2015,SOM,No Protection,1
157530.81892106603,2016,SOM,No Protection,1
51612.54577021916,2017,SOM,No Protection,1
213452.24771151014,2018,SOM,No Protection,1
93054.11112404913,2019,SOM,No Protection,1
213634.5531640874,2020,SOM,No Protection,1
39879.29202136269,2021,SOM,No Protection,1
34318.93939991385,2022,SOM,No Protection,1
373465.99831363914,2023,SOM,No Protection,1
54864.4462403912,2008,SOM,No Protection,2
61297.33737739134,2009,SOM,No Protection,2
46370.32124129386,2010,SOM,No Protection,2
49336.69351678953,2011,SOM,No Protection,2
31899.790973957868,2012,SOM,No Protection,2
50101.31328885241,2013,SOM,No Protection,2
49162.15267583369,2014,SOM,No Protection,2
41585.6143979892,2015,SOM,No Protection,2
123122.74335385898,2016,SOM,No Protection,2
44215.6508625097,2017,SOM,No Protection,2
183644.05660665117,2018,SOM,No Protection,2
85428.10098603865,2019,SOM,No Protection,2
171386.23843077166,2020,SOM,No Protection,2
38197.98677039626,2021,SOM,No Protection,2
34868.84317826469,2022,SOM,No Protection,2
348416.3602872851,2023,SOM,No Protection,2
48674.76842112041,2008,SOM,No Protection,3
88852.37670350101,2009,SOM,No Protection,3
43052.90238680202,2010,SOM,No Protection,3
48686.48509116964,2011,SOM,No Protection,3
27163.494555889185,2012,SOM,No Protection,3
43056.665477825416,2013,SOM,No Protection,3
43836.43026915088,2014,SOM,No Protection,3
42941.420891163776,2015,SOM,No Protection,3
148682.11320276387,2016,SOM,No Protection,3
45246.679646894336,2017,SOM,No Protection,3
191228.83155206012,2018,SOM,No Protection,3
80462.7738100856,2019,SOM,No Protection,3
196403.20374663908,2020,SOM,No Protection,3
33314.58206787278,2021,SOM,No Protection,3
26474.8119301807,2022,SOM,No Protection,3
311388.38520285534,2023,SOM,No Protection,3
43132.40626463894,2008,SOM,No Protection,4
94086.10451139303,2009,SOM,No Protection,4
58879.36098388409,2010,SOM,No Protection,4
46834.425922158225,2011,SOM,No Protection,4
38285.08586509704,2012,SOM,No Protection,4
56986.443603360196,2013,SOM,No Protection,4
48143.31499918794,2014,SOM,No Protection,4
65799.9809239207,2015,SOM,No Protection,4
137279.7777594103,2016,SOM,No Protection,4
67151.50797366299,2017,SOM,No Protection,4
164458.56604975954,2018,SOM,No Protection,4
97522.86248895078,2019,SOM,No Protection,4
171642.39786059398,2020,SOM,No Protection,4
43115.3179561815,2021,SOM,No Protection,4
22418.372865425215,2022,SOM,No Protection,4
233824.77959604014,2023,SOM,No Protection,4
52330.845376507335,2008,SOM,No Protection,5
78091.16167296848,2009,SOM,No Protection,5
45902.8122195054,2010,SOM,No Protection,5
51179.39923154683,2011,SOM,No Protection,5
30228.118572265,2012,SOM,No Protection,5
47588.24181703166,2013,SOM,No Protection,5
47390.16663929343,2014,SOM,No Protection,5
43217.29479114853,2015,SOM,No Protection,5
138123.84702736157,2016,SOM,No Protection,5
46905.340835878065,2017,SOM,No Protection,5
188918.22594325515,2018,SOM,No Protection,5
83226.63691241876,2019,SOM,No Protection,5
189824.35817881793,2020,SOM,No Protection,5
36118.28312970629,2021,SOM,No Protection,5
32073.462503628565,2022,SOM,No Protection,5
338049.4963210343,2023,SOM,No Protection,5
63102.6639178424,2008,SOM,No Protection,6
104018.4755090319,2009,SOM,No Protection,6
55067.571066947385,2010,SOM,No Protection,6
62731.32147278115,2011,SOM,No Protection,6
35706.756598750406,2012,SOM,No Protection,6
56217.67560883013,2013,SOM,No Protection,6
57123.73863038461,2014,SOM,No Protection,6
53520.24961365786,2015,SOM,No Protection,6
178381.11677063754,2016,SOM,No Protection,6
57346.76642264408,2017,SOM,No Protection,6
237156.764034321,2018,SOM,No Protection,6
101270.46084550797,2019,SOM,No Protection,6
241518.10932503422,2020,SOM,No Protection,6
43425.52469540907,2021,SOM,No Protection,6
37026.25268927025,2022,SOM,No Protection,6
407337.7091065106,2023,SOM,No Protection,6
54948.98553493346,2008,SOM,No Protection,7
102195.14622628615,2009,SOM,No Protection,7
47773.89225796948,2010,SOM,No Protection,7
54693.010693068376,2011,SOM,No Protection,7
29673.906033718347,2012,SOM,No Protection,7
47626.703620042164,2013,SOM,No Protection,7
48982.47122565093,2014,SOM,No Protection,7
48013.15947683195,2015,SOM,No Protection,7
170077.91691668323,2016,SOM,No Protection,7
50061.80967508598,2017,SOM,No Protection,7
217695.93069436372,2018,SOM,No Protection,7
90106.9649287936,2019,SOM,No Protection,7
223931.80064965875,2020,SOM,No Protection,7
37141.558660442955,2021,SOM,No Protection,7
28896.245981422227,2022,SOM,No Protection,7
349081.7166404958,2023,SOM,No Protection,7
65577.5711720003,2008,SOM,No Protection,8
124032.80515671195,2009,SOM,No Protection,8
58253.576036670485,2010,SOM,No Protection,8
65304.73689318316,2011,SOM,No Protection,8
36153.402951800184,2012,SOM,No Protection,8
57666.04920219006,2013,SOM,No Protection,8
58693.0619568832,2014,SOM,No Protection,8
58265.726680422136,2015,SOM,No Protection,8
206248.18802948133,2016,SOM,No Protection,8
61071.86420428369,2017,SOM,No Protection,8
261914.89278028734,2018,SOM,No Protection,8
109748.1360403809,2019,SOM,No Protection,8
269531.7023976489,2020,SOM,No Protection,8
44434.84459479091,2021,SOM,No Protection,8
34315.832338034204,2022,SOM,No Protection,8
417327.51357265277,2023,SOM,No Protection,8
59909.71765013689,2008,SOM,No Protection,9
97448.92098436301,2009,SOM,No Protection,9
52446.40538719289,2010,SOM,No Protection,9
59079.10268094699,2011,SOM,No Protection,9
34017.666733124046,2012,SOM,No Protection,9
53641.92724273096,2013,SOM,No Protection,9
54145.71218638713,2014,SOM,No Protection,9
50738.52138033098,2015,SOM,No Protection,9
168271.26558209347,2016,SOM,No Protection,9
54220.990175147876,2017,SOM,No Protection,9
224410.37040139668,2018,SOM,No Protection,9
96565.19368362792,2019,SOM,No Protection,9
227292.4809206417,2020,SOM,No Protection,9
41212.180938297504,2021,SOM,No Protection,9
35010.67203375259,2022,SOM,No Protection,9
385955.9685651169,2023,SOM,No Protection,9
47894.448373990825,2008,SOM,No Protection,10
75569.68363734121,2009,SOM,No Protection,10
42333.8409294942,2010,SOM,No Protection,10
46637.856843898444,2011,SOM,No Protection,10
27664.34286896265,2012,SOM,No Protection,10
